Source,sample_id,Nb,Zr,Sr,Rb,Fe,source,site,notes,verification_flag,paper,year,method,method_tier,units
Kars-Digor2,ea37p3,15.916875,113.53387499999998,58.32594900000001,124.158376,6843.691324,KarsDigor,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kars-Digor2,ea37p4,11.936631000000002,115.62975,57.00434,125.59442099999998,6945.307409,KarsDigor,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kars-Digor2,ea37p5b,12.803886000000002,106.84125,55.491655,120.910705,6687.690228,KarsDigor,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kars-Digor2,ea37p7a,13.315110000000002,102.234375,55.31650200000001,122.56767999999998,6890.442268,KarsDigor,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kars-Digor2,ea37p7b,15.040491,106.41599999999998,57.927874,118.944428,6857.704261,KarsDigor,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kars-Digor2,ea37p8,14.529267000000004,117.65475,55.810115,123.80488799999998,6842.120612999999,KarsDigor,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kars-Digor2,ea37r1,15.515199,112.197375,60.84178300000001,119.91651999999998,6854.459953999999,KarsDigor,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Average,,14.199481875000002,111.06084375,57.894037625,122.09820375,6852.821510375,Average,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca19p1,21.53121,64.69087499999999,17.340147,189.465284,5687.552001999999,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca19r1,21.549468000000005,63.4455,17.563069,187.278077,5685.082762,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca19r2a,21.038244,65.48062499999999,13.232013000000002,188.979238,5721.325718,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca19r2b,20.189247,64.88324999999999,15.206465,193.353652,5457.727489,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca20p2,21.156921,63.374625,13.821164,188.62575,5730.647099,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca20p3,18.947703,62.25075,13.980394,192.447839,5776.965926,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca20p4,20.837406,65.45025,13.964471,192.337374,5606.478622,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca20r1a,21.321243000000003,71.73787499999999,12.085557,193.773419,5730.214982,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca32w1,16.957581,58.9905,13.200167,187.123426,5756.896492,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca32w2,19.595862000000004,59.385375,15.095004,194.171093,5777.62439,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca32w4,20.116215000000004,62.240625,13.582319,189.376912,5738.013665,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Kömürcü,ca32w6,20.61831,68.28524999999999,13.232013000000002,188.228076,5718.897631999999,EGD,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Average,,20.32161750000001,64.184625,14.35856525,190.43001166666664,5698.952231583332,Average,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea07p2,31.600497,255.21299999999997,20.556593,199.650157,8869.956527,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea07p3,30.623694,261.93600000000004,20.938745,201.992015,8852.054537,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea07p4,30.002922,267.09975,19.043908,201.528062,8742.166497999999,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea07r1,31.408788000000005,271.524375,18.47068,201.638527,8920.870884,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea07r2,32.458623,264.64950000000005,18.343296,199.00946,8916.378238999998,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea07r3,31.810464,268.416,19.314599,202.411782,8811.449257,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea08p1,31.865238,263.07000000000005,18.136297000000003,195.143185,8788.732249,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea08p2,30.194631,264.0015,20.349594,197.175741,8682.013068,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea08r1,32.129979,265.87462500000004,19.537521,201.992015,8937.661715999999,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea09p2,30.696726,266.31,21.973740000000003,196.822253,8770.466731999999,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea09r1,34.284423,275.108625,21.304974,212.243167,9360.224128999998,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea09r2a,29.85685800000001,268.122375,19.171292,203.560618,8942.675645,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea09r2b,31.280982,269.053875,25.651953,208.597822,8778.718109,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea09r2c,33.271103999999994,274.258125,21.989663,207.272242,9100.432645,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea09r2d,31.20795,259.71862500000003,20.349594,202.500154,8781.118759,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea09r2e,30.404598,268.67925,22.117047000000003,207.957125,9287.44328,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea09r3a,30.915822,266.57325000000003,19.808212,196.711788,8986.737861000001,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea09r3c,31.107531000000005,262.128375,20.142595,195.651324,8899.038687,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea09r3d,28.615314,257.835375,18.693602,195.430394,9064.806999,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea09r3e,31.244466,259.495875,23.948192,201.373411,8857.438852,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea10p3,30.788016,255.52687499999996,22.562891,200.092017,9007.808709,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea10p4,29.263473,260.528625,20.763592,201.43969,8926.797059999999,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea10r1a,31.764819,260.559,21.352743,203.096665,8693.803688999998,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea10r2,28.085832,259.89075,20.604362,201.240853,8788.252119,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea11p1,30.240276,271.25100000000003,22.212585,208.907124,8994.125004,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea11r1,33.910134,258.59475000000003,20.365517,204.201315,8820.654035,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea11r2,30.413727000000005,270.896625,21.01836,199.583878,8903.154086999999,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea68sx1,30.11247,266.947875,26.575487000000003,210.188518,9024.784734,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea68sx2,29.74731,264.99375000000003,22.053355,200.224575,9039.949983,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea69sx1,26.223516,257.430375,27.228330000000003,197.308299,8936.60543,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Meydan Daǧ,ea69sx2,30.085083000000004,266.340375,26.097797000000003,204.422245,8809.782519999999,MeydanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Average,,30.826298903225805,264.581564516129,21.31216503225807,201.9150458387097,8912.777485258064,Average,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Nenezi Daǧ,ca25p1,17.9709,125.643375,122.957406,167.703679,8004.035212999999,ND,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Nenezi Daǧ,ca25p2,15.916875,126.79762499999998,116.842974,164.43391499999998,7929.450446999999,ND,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Nenezi Daǧ,ca25r2,17.505321,127.86075,118.037199,170.354839,7879.56494,ND,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Nenezi Daǧ,ca26p1,16.282035,124.49925,114.470447,167.88042299999998,8039.763744,ND,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Nenezi Daǧ,ca27p1,18.290415000000003,127.263375,122.543408,169.62577,8146.901323999999,ND,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Nenezi Daǧ,ca27p2,18.737736,123.375375,117.877969,174.48622999999998,8015.023330999999,ND,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Nenezi Daǧ,ca27r2a,15.013104000000002,122.585625,118.196429,167.17344699999998,7884.6131639999985,ND,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Nenezi Daǧ,ca27r3,15.286974,124.41824999999996,110.473774,169.71414199999998,7960.830371999999,ND,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Average,,16.87542,125.305453125,117.67495075,168.921555625,7982.522816874998,Average,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea01p1,12.666951,95.66325,29.696395,133.547901,5849.877095999999,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea01p2,13.798947000000002,92.13975,28.772861,126.235118,5664.224543,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea01p3,13.150788000000002,92.30174999999998,28.390709,131.40488,5765.291907999999,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea01p4,14.081946,92.78775,29.282397000000003,128.68744099999998,5734.494998,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea01r1,11.918373,92.05875,27.801558000000004,126.01418799999998,5715.234926,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea02p1a,11.379762,88.78837499999999,26.193335,132.885111,5721.058217,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea02p2,8.997093000000001,88.70737499999998,26.814332,122.92116799999998,5701.544362,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea02p3,12.858660000000002,97.657875,27.642328,133.37115699999998,5789.55905,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea02p4,11.507568,89.4465,29.521242,129.328138,5955.464542,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea02r1,9.563091,93.263625,29.059475000000003,130.10139299999997,5773.255206999999,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea02r2a,12.986466,91.00575,27.451252,133.06185499999998,5911.03194,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea02r2b,13.525077,100.81687499999998,28.470324,130.74209,5905.483009,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea03p1a,11.690148,91.65375,28.104095,127.80372099999998,5624.147406,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea03p2a,11.142408,92.63587499999998,28.788784,131.27232199999997,5618.955143,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea03p4,11.352375000000002,87.53287499999999,28.772861,132.90720399999998,5712.319851,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea03p5,11.635374000000002,93.861,28.406632,134.93975999999998,5610.916395,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea03r1,13.442916,89.05162499999999,28.549939,136.950223,5683.134806,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04p2,11.964018,95.13674999999998,30.986158000000003,133.437436,5883.067797,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r1b,9.444414000000002,92.38275,26.893947,122.656052,5628.146202999999,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r2,13.470303,95.5215,27.658251000000003,134.60836499999996,5796.431768,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r4a,14.255397000000002,96.71625,29.377935,129.63744,5987.969343,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r4b,12.657822,95.693625,28.629554,135.337434,5932.5692,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r4c,14.894427,95.724,29.170936,124.90953799999998,5765.641717,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r4d,11.854470000000005,98.42737499999998,28.709169000000003,129.328138,5803.126152,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r4d,12.694338000000002,96.615,29.059475000000003,136.596735,5866.825685,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r4e,12.502629,93.63825,28.900245,131.22813599999998,5828.326118,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r5a,11.872728000000002,92.980125,27.467175,129.129301,5926.231484,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r5b,13.077756000000004,91.836,29.823779,129.283952,5943.378984,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r5c,13.169046000000002,92.86875,29.409781,132.531623,5919.928062999999,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea04r5e,11.909244,97.171875,27.817481,131.868833,5865.927156,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea05p2,11.936631000000002,91.927125,25.986336,130.940927,5744.756062,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea05r1,13.105143000000002,95.61262499999998,30.619929000000003,138.38626799999997,6024.363197,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea05r2,12.511758,93.992625,28.6614,130.71999699999998,5815.62325,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea06p1,13.397271000000002,93.62812499999998,27.769712,129.94674199999997,5876.387131,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea06p2,12.968208,94.215375,29.871548000000004,129.54906799999998,5854.506920999999,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış,ea06r1,13.315110000000002,95.1165,26.495872,136.839758,5817.372295,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Average,,12.408296,93.57159374999998,28.47297783333333,131.08637258333334,5806.015886805555,Average,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış2,ea63,12.557403,75.41324999999999,24.425882,135.91185199999998,5213.307024,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış2,ea63,8.896674,70.04699999999998,26.59141,130.896741,5206.715525,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış2,ea63e1a,13.461174,74.96774999999998,24.298498,134.32115599999997,5431.423223999999,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış2,ea63e1b,12.566532000000002,77.05349999999999,25.699722,137.94440799999998,5385.536513999999,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış2,ea63e1c,13.004724,75.61574999999998,21.703049000000004,138.76184899999998,5300.121387,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış2,ea63e1d,11.854470000000005,73.06424999999999,25.126494,136.287433,5497.461676,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Sarıkamış2,ea63e1e,11.5806,70.59374999999999,24.776188,133.128134,5318.832739,Sarikamis,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Average,,11.988796714285716,73.82217857142857,24.66017757142857,135.32165328571426,5336.199726999999,Average,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea12r1a,10.996344,84.191625,20.110749,146.56067799999997,8345.915208999999,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea13r1,10.421217000000002,88.747875,15.222388,150.228116,8230.697726999999,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea13r2,12.082695000000005,84.21187499999999,19.792289,144.13044799999997,8310.008344,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea14p1a,10.202121000000002,84.97125,15.524925,149.344396,8195.751122,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea14p3,10.740732,90.16537499999998,17.149071,150.581604,8468.732463,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea14r1,9.006222000000001,82.774125,16.957995,150.581604,8165.194277,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea15p2,8.421966000000001,91.22849999999998,17.992990000000002,151.17811499999996,8480.433916999998,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea15p3,9.371382,84.58649999999999,17.531223,151.84090499999996,8316.448945,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea15r1,9.535704,83.3715,17.642684,148.23974599999997,8084.182628,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea15r1b,9.526575,88.56562499999998,16.735073,142.583938,7937.770413999999,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea15r2,10.019541,86.95574999999998,18.645833000000003,149.035094,8493.081912999998,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea16r2a,9.216189000000002,78.27862499999999,18.566218,148.52695499999996,8100.555061,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea16r2b,10.558152000000002,88.65674999999999,15.684155,143.68858799999998,7980.268778,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea16r3,11.334117,79.70625,18.534372,149.21183799999997,8234.257547999998,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea17p5,9.681768000000002,83.847375,16.655458000000003,153.166485,8447.531294,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea17r2b,10.202121000000002,87.96824999999998,16.71915,151.61997499999998,8322.759225,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea18p1,9.572220000000002,91.56262499999998,17.881529,150.07346499999997,8452.538364,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Suphan Daǧ,ea19r1,11.854470000000005,81.38699999999999,18.62991,150.89090599999997,8344.289625999998,SuphanDag,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
Average,,10.152418666666668,85.6209375,17.55422288888889,148.9712697777778,8272.80093638889,Average,,,False,Frahm & Hauck 2017,2017,mixed (see paper),3,ppm
