object_id,site,locus,basket,n_readings,sides,ungroupable,Rb_ppm,Zr_ppm,Nb_ppm,Fe_ppm,Ti_ppm,Mn_ppm,Rb_Zr,Rb_Nb,Zr_Nb,worst_disagreement_fold,agree_score,cover_score,dirt_score,bal_score,n_score,notes,quality,quality_band
einan | T97b | 5810,einan,T97b,5810,1,(not recorded),False,90.0,70.0,20.0,9630.0,1260.0,130.0,1.2857142857142856,4.5,3.5,1.0,0.5,0.5,0.5,0.8,0.5,,0.545,low
einan | T99 | 5872,einan,T99,5872,2,dorsal+ventral,False,105.0,80.0,30.0,9925.0,1050.0,160.0,1.3125,3.5,2.6666666666666665,1.1,1.0,0.5,0.5,1.0,1.0,,0.7999999999999999,high
einan | U99 | 5888,einan,U99,5888,2,dorsal+ventral,False,100.0,75.0,30.0,11210.0,1295.0,215.0,1.3392857142857144,3.3333333333333335,2.5,1.1428571428571428,1.0,0.5,0.5,1.0,1.0,,0.7999999999999999,high
einan | UNGROUPED-reading-1794,einan,(missing),(missing),1,(not recorded),True,130.0,80.0,30.0,19770.0,2470.0,680.0,1.625,4.333333333333333,2.6666666666666665,1.0,0.5,0.3,0.5,0.4,0.5,,0.435,low
einan | o98 | 5974,einan,o98,5974,2,dorsal+ventral,False,85.0,65.0,25.0,10260.0,975.0,,1.3095238095238093,3.5,2.666666666666667,1.1666666666666667,1.0,0.5,0.5,0.4,1.0,,0.7099999999999999,medium
motza | 2136 | 40014a,motza,2136,40014a,2,dorsal+ventral,False,90.0,60.0,25.0,7600.0,610.0,215.0,1.4999999999999998,3.75,2.5,1.0,1.0,0.6,0.5,0.8,1.0,,0.7949999999999999,high
motza | 2136 | 40014b,motza,2136,40014b,2,dorsal+ventral,False,80.0,60.0,20.0,5990.0,415.0,175.0,1.3333333333333333,4.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 4000 | 40086,motza,4000,40086,2,dorsal+ventral,False,80.0,60.0,20.0,5765.0,405.0,215.0,1.3333333333333333,4.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 4000 | 40123,motza,4000,40123,2,dorsal+ventral,False,85.0,75.0,20.0,5775.0,365.0,110.0,1.1339285714285714,4.25,3.75,1.1428571428571428,1.0,1.0,0.5,0.9,1.0,,0.9099999999999999,high
motza | 4000 | 40142,motza,4000,40142,2,dorsal+ventral,False,80.0,60.0,20.0,5760.0,375.0,175.0,1.3333333333333333,4.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 4004 | 40055,motza,4004,40055,2,dorsal+ventral,False,85.0,60.0,20.0,6320.0,510.0,120.0,1.4166666666666665,4.25,3.0,1.125,1.0,0.6,0.4,0.8,1.0,,0.78,high
motza | 4006 | 40120,motza,4006,40120,2,dorsal+ventral,False,90.0,60.0,20.0,6480.0,390.0,120.0,1.4999999999999998,4.5,3.0,1.0,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 4006 | 40136,motza,4006,40136,2,dorsal+ventral,False,90.0,60.0,20.0,6155.0,455.0,150.0,1.4999999999999998,4.5,3.0,1.0,1.0,0.8,0.4,0.9,1.0,,0.8450000000000001,high
motza | 4006 | 40142a,motza,4006,40142a,2,dorsal+ventral,False,120.0,90.0,30.0,10390.0,880.0,395.0,1.3333333333333335,4.0,2.9999999999999996,1.0,1.0,0.6,0.5,0.8,1.0,,0.7949999999999999,high
motza | 4006 | 40142b,motza,4006,40142b,2,dorsal+ventral,False,90.0,60.0,20.0,6185.0,415.0,160.0,1.4999999999999998,4.5,3.0,1.0,1.0,1.0,0.5,0.9,1.0,,0.9099999999999999,high
motza | 4008 | 40168,motza,4008,40168,2,dorsal+ventral,False,80.0,60.0,20.0,5835.0,480.0,135.0,1.3333333333333333,4.0,3.0,1.0,1.0,1.0,0.5,0.9,1.0,,0.9099999999999999,high
motza | 4008 | 40237,motza,4008,40237,2,dorsal+ventral,False,90.0,60.0,20.0,5685.0,365.0,160.0,1.4999999999999998,4.5,3.0,1.0,1.0,1.0,0.5,0.9,1.0,,0.9099999999999999,high
motza | 4008 | 40237a,motza,4008,40237a,2,dorsal+ventral,False,115.0,75.0,30.0,9290.0,625.0,370.0,1.5357142857142856,3.833333333333333,2.5,1.1428571428571428,1.0,0.3,0.5,0.8,1.0,,0.72,medium
motza | 4008 | 40237b,motza,4008,40237b,2,dorsal+ventral,False,85.0,65.0,20.0,6155.0,380.0,125.0,1.3095238095238093,4.25,3.25,1.1666666666666667,1.0,0.8,0.5,0.9,1.0,,0.86,high
motza | 4011 | 40173,motza,4011,40173,2,dorsal+ventral,False,100.0,70.0,25.0,6885.0,520.0,195.0,1.4285714285714286,4.166666666666667,2.916666666666667,1.0,1.0,0.6,0.5,0.6000000000000001,1.0,,0.7649999999999999,high
motza | 4011 | 40209,motza,4011,40209,2,dorsal+ventral,False,95.0,65.0,20.0,6595.0,465.0,200.0,1.4642857142857142,4.75,3.25,1.1666666666666667,1.0,0.6,0.5,0.8,1.0,,0.7949999999999999,high
motza | 4011 | 40224a,motza,4011,40224a,2,dorsal+ventral,False,90.0,60.0,20.0,6315.0,495.0,175.0,1.4999999999999998,4.5,3.0,1.0,1.0,1.0,0.5,0.9,1.0,,0.9099999999999999,high
motza | 4011 | 40224b,motza,4011,40224b,2,dorsal+ventral,False,100.0,60.0,25.0,6350.0,405.0,165.0,1.6666666666666667,4.166666666666667,2.5,1.0,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 4014 | 40202,motza,4014,40202,2,dorsal+ventral,False,90.0,65.0,20.0,6315.0,420.0,110.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,0.6,0.5,0.8,1.0,,0.7949999999999999,high
motza | 4014 | 40243,motza,4014,40243,4,dorsal+ventral,False,90.0,60.0,20.0,6320.0,435.0,170.0,1.4999999999999998,4.5,3.0,1.0,1.0,0.45,0.5,0.8500000000000001,1.0,,0.765,high
motza | 402 | 40634,motza,402,40634,2,dorsal+ventral,False,80.0,65.0,20.0,5674.999999999999,350.0,150.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | 4020 | 40286,motza,4020,40286,3,dorsal+ventral,False,90.0,80.0,20.0,6909.999999999999,580.0,150.0,1.125,4.5,4.0,1.2857142857142858,1.0,1.0,0.5,0.8000000000000002,1.0,,0.8949999999999999,high
motza | 4020 | 40286CTE,motza,4020,40286CTE,2,dorsal+ventral,False,90.0,65.0,20.0,5920.0,365.0,150.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 4020 | 40353,motza,4020,40353,2,dorsal+ventral,False,100.0,70.0,25.0,7525.0,615.0,185.0,1.4285714285714286,4.166666666666667,2.916666666666667,1.0,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 4020 | 40362,motza,4020,40362,2,dorsal+ventral,False,80.0,60.0,20.0,5805.0,350.00000000000006,200.0,1.3333333333333333,4.0,3.0,1.0,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | 4020 | 40374,motza,4020,40374,2,dorsal+ventral,False,80.0,55.0,20.0,7145.0,825.0,180.0,1.4666666666666668,4.0,2.75,1.2,1.0,0.6,0.3,0.4,1.0,,0.705,medium
motza | 4020 | 40380,motza,4020,40380,2,dorsal+ventral,False,80.0,60.0,20.0,8205.0,990.0,185.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.6,0.3,0.4,1.0,,0.705,medium
motza | 4020 | 40381,motza,4020,40381,2,dorsal+ventral,False,110.0,75.0,30.0,12665.0,1460.0,295.0,1.4732142857142856,3.6666666666666665,2.5,1.1428571428571428,1.0,0.3,0.3,0.9,1.0,,0.705,medium
motza | 4020 | 40382,motza,4020,40382,2,dorsal+ventral,False,100.0,70.0,30.0,8000.0,525.0,215.0,1.4285714285714286,3.3333333333333335,2.3333333333333335,1.0,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 4020 | 40385,motza,4020,40385,2,dorsal+ventral,False,95.0,60.0,25.0,7035.0,445.0,140.0,1.5833333333333333,4.0,2.5,1.1111111111111112,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 4021 | 40337,motza,4021,40337,4,dorsal+ventral,False,80.0,60.0,20.0,5785.0,365.0,140.0,1.3333333333333333,4.0,3.0,1.1666666666666667,1.0,0.6499999999999999,0.5,0.7000000000000001,1.0,,0.7924999999999999,high
motza | 4021 | 40337PE,motza,4021,40337PE,2,dorsal+ventral,False,80.0,60.0,20.0,8005.0,1015.0000000000001,215.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.8,0.3,0.6000000000000001,1.0,,0.785,high
motza | 4021 | 40337a,motza,4021,40337a,2,dorsal+ventral,False,110.0,90.0,30.0,10355.0,1130.0,355.0,1.2374999999999998,3.6666666666666665,3.0,1.25,1.0,0.3,0.3,0.9,1.0,,0.705,medium
motza | 4021 | 40337aBS,motza,4021,40337aBS,2,dorsal+ventral,False,100.0,70.0,25.0,7035.0,480.0,225.0,1.4285714285714286,4.166666666666667,2.916666666666667,1.0,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 4021 | 40337b,motza,4021,40337b,2,dorsal+ventral,False,105.0,70.0,30.0,9110.0,865.0,215.0,1.5,3.5,2.3333333333333335,1.1,1.0,0.3,0.3,1.0,1.0,,0.72,medium
motza | 4021 | 40337bBS,motza,4021,40337bBS,2,dorsal+ventral,False,80.0,60.0,20.0,7300.0,755.0,165.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.6,0.3,0.9,1.0,,0.78,high
motza | 4021 | 40337c,motza,4021,40337c,2,dorsal+ventral,False,115.0,75.0,30.0,11165.0,1165.0,340.0,1.5357142857142856,3.833333333333333,2.5,1.1428571428571428,1.0,0.3,0.3,0.8,1.0,,0.69,medium
motza | 4021 | 40337d,motza,4021,40337d,2,dorsal+ventral,False,105.0,95.0,30.0,10930.0,1390.0,235.0,1.1111111111111112,3.5,3.1666666666666665,1.1111111111111112,1.0,0.6,0.3,1.0,1.0,,0.795,high
motza | 4021 | 40431,motza,4021,40431,2,dorsal+ventral,False,90.0,60.0,20.0,6300.0,385.0,160.0,1.4999999999999998,4.5,3.0,1.0,1.0,0.8,0.5,0.9,1.0,,0.86,high
motza | 4021 | 40451,motza,4021,40451,2,dorsal+ventral,False,85.0,60.0,20.0,5920.0,375.0,150.0,1.4166666666666665,4.25,3.0,1.125,1.0,0.8,0.5,1.0,1.0,,0.875,high
motza | 4021 | 40634,motza,4021,40634,2,dorsal+ventral,False,90.0,70.0,20.0,6095.0,390.0,120.0,1.2857142857142856,4.5,3.5,1.0,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | 4021 | 40634a,motza,4021,40634a,2,dorsal+ventral,False,100.0,70.0,20.0,6445.0,385.0,160.0,1.4285714285714286,5.0,3.5,1.0,1.0,0.8,0.5,1.0,1.0,,0.875,high
motza | 4021 | 40634b,motza,4021,40634b,2,dorsal+ventral,False,115.0,75.0,30.0,9455.0,825.0,315.0,1.5446428571428572,3.833333333333333,2.5,1.1428571428571428,1.0,0.8,0.3,0.9,1.0,,0.8300000000000001,high
motza | 4021 | 40634c,motza,4021,40634c,3,dorsal+ventral,False,80.0,60.0,20.0,7370.0,850.0000000000001,145.0,1.3333333333333333,4.0,3.0,1.1666666666666667,1.0,0.6,0.3,0.6666666666666666,1.0,,0.745,medium
motza | 4021 | 40634d,motza,4021,40634d,2,dorsal+ventral,False,110.0,80.0,30.0,9520.0,765.0,325.0,1.375,3.6666666666666665,2.6666666666666665,1.0,1.0,0.3,0.5,0.8,1.0,,0.72,medium
motza | 4023 | 40411,motza,4023,40411,2,dorsal+ventral,False,90.0,65.0,20.0,6210.0,365.0,170.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,0.8,0.5,0.8,1.0,,0.845,high
motza | 4023 | 40514,motza,4023,40514,2,dorsal+ventral,False,95.0,70.0,25.0,7610.0,510.0,170.0,1.3571428571428572,3.916666666666667,2.916666666666667,1.1111111111111112,1.0,0.3,0.5,1.0,1.0,,0.75,high
motza | 4024 | 40470,motza,4024,40470,2,dorsal+ventral,False,100.0,70.0,25.0,7045.0,475.0,170.0,1.4285714285714286,4.166666666666667,2.916666666666667,1.0,1.0,0.6,0.5,0.8,1.0,,0.7949999999999999,high
motza | 4025 | 40346,motza,4025,40346,2,dorsal+ventral,False,105.0,70.0,30.0,8505.0,475.0,305.0,1.5,3.5,2.3333333333333335,1.1,1.0,0.3,0.5,1.0,1.0,,0.75,high
motza | 4025 | 40355,motza,4025,40355,2,dorsal+ventral,False,80.0,55.0,20.0,5560.0,370.0,110.0,1.4666666666666668,4.0,2.75,1.2,1.0,0.8,0.5,0.6000000000000001,1.0,,0.815,high
motza | 4025 | 40410,motza,4025,40410,2,dorsal+ventral,False,100.0,70.0,20.0,8560.0,745.0,155.0,1.4285714285714286,5.0,3.5,1.0,1.0,0.6,0.3,1.0,1.0,,0.795,high
motza | 4025 | 40506,motza,4025,40506,2,dorsal+ventral,False,105.0,75.0,30.0,11130.0,1105.0,300.0,1.4017857142857144,3.5,2.5,1.1428571428571428,1.0,0.3,0.5,0.8,1.0,,0.72,medium
motza | 4025 | 40522,motza,4025,40522,2,dorsal+ventral,False,80.0,60.0,20.0,6540.0,610.0,120.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.6,0.3,0.8,1.0,,0.765,high
motza | 4029 | 40433,motza,4029,40433,2,dorsal+ventral,False,80.0,65.0,20.0,6215.0,469.99999999999994,130.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,0.6,0.4,0.8,1.0,,0.78,high
motza | 4029 | 40443,motza,4029,40443,4,dorsal+ventral,False,90.0,70.0,20.0,6880.0,550.0,110.0,1.2857142857142856,4.5,3.5,1.1666666666666667,1.0,0.6,0.35,0.6,1.0,,0.7424999999999999,medium
motza | 4029 | 40443b,motza,4029,40443b,2,dorsal+ventral,False,90.0,70.0,20.0,8215.0,845.0,135.0,1.2857142857142856,4.5,3.5,1.0,1.0,0.6,0.4,0.9,1.0,,0.795,high
motza | 4029 | 40450,motza,4029,40450,4,dorsal+ventral,False,80.0,60.0,20.0,6720.0,675.0,120.0,1.3333333333333333,4.0,3.0,1.2,1.0,0.6,0.5,0.4,1.0,,0.735,medium
motza | 4029 | 40467,motza,4029,40467,2,dorsal+ventral,False,80.0,65.0,20.0,5555.0,405.0,180.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 4029 | 40467CTE,motza,4029,40467CTE,2,dorsal+ventral,False,80.0,60.0,20.0,6010.0,440.0,230.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.6,0.5,0.9,1.0,,0.8099999999999999,high
motza | 4029 | 40475,motza,4029,40475,2,dorsal+ventral,False,100.0,65.0,30.0,8790.0,860.0,190.0,1.5476190476190477,3.3333333333333335,2.166666666666667,1.1666666666666667,1.0,0.6,0.4,0.9,1.0,,0.795,high
motza | 4029 | 40484,motza,4029,40484,2,dorsal+ventral,False,80.0,60.0,20.0,6135.0,500.0,110.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.8,0.5,0.4,1.0,,0.785,high
motza | 4029 | 40484a,motza,4029,40484a,2,dorsal+ventral,False,95.0,65.0,20.0,6810.0,475.0,140.0,1.4642857142857142,4.75,3.25,1.1666666666666667,1.0,0.8,0.5,1.0,1.0,,0.875,high
motza | 4029 | 40484b,motza,4029,40484b,2,dorsal+ventral,False,105.0,70.0,30.0,8315.0,595.0,225.0,1.5,3.5,2.3333333333333335,1.1,1.0,0.8,0.5,1.0,1.0,,0.875,high
motza | 4029 | 40487,motza,4029,40487,2,dorsal+ventral,False,80.0,95.0,20.0,15320.000000000002,1880.0,255.0,0.8806818181818182,4.0,4.75,1.375,0.7,0.6,0.3,0.7,1.0,,0.6449999999999999,medium
motza | 4029 | 40513,motza,4029,40513,2,dorsal+ventral,False,90.0,75.0,20.0,11630.0,1480.0,330.0,1.2053571428571428,4.5,3.75,1.1428571428571428,1.0,0.6,0.3,0.9,1.0,,0.78,high
motza | 4029 | 40513CTE,motza,4029,40513CTE,2,dorsal+ventral,False,80.0,60.0,20.0,6115.0,435.0,245.0,1.3333333333333333,4.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 4029 | 40524a,motza,4029,40524a,2,dorsal+ventral,False,80.0,65.0,20.0,6510.0,540.0,,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,0.3,0.5,0.8,1.0,,0.72,medium
motza | 4029 | 40524b,motza,4029,40524b,2,dorsal+ventral,False,90.0,65.0,20.0,7280.0,700.0,,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,0.6,0.3,0.8,1.0,,0.765,high
motza | 4029 | 40524c,motza,4029,40524c,2,dorsal+ventral,False,80.0,60.0,20.0,6355.0,505.0,135.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 4029 | 40524d,motza,4029,40524d,2,dorsal+ventral,False,80.0,60.0,20.0,5910.0,425.0,120.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.6,0.5,0.8,1.0,,0.7949999999999999,high
motza | 4029 | 40532,motza,4029,40532,2,dorsal+ventral,False,110.0,70.0,30.0,7605.0,475.0,220.0,1.5714285714285714,3.6666666666666665,2.3333333333333335,1.0,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 4029 | 40556a,motza,4029,40556a,2,dorsal+ventral,False,90.0,60.0,20.0,5755.0,345.0,135.0,1.4999999999999998,4.5,3.0,1.0,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | 4029 | 40556b,motza,4029,40556b,2,dorsal+ventral,False,80.0,60.0,20.0,5635.0,335.0,185.0,1.3333333333333333,4.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 4029 | 40559,motza,4029,40559,2,dorsal+ventral,False,80.0,60.0,20.0,7590.0,795.0,160.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.6,0.4,0.8,1.0,,0.78,high
motza | 4029 | 40572,motza,4029,40572,2,dorsal+ventral,False,100.0,65.0,30.0,7175.0,430.0,160.0,1.5476190476190477,3.3333333333333335,2.166666666666667,1.1666666666666667,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 4029 | 40586a,motza,4029,40586a,2,dorsal+ventral,False,110.0,75.0,30.0,9520.0,770.0,360.0,1.4642857142857144,3.666666666666667,2.5,1.2,1.0,0.3,0.5,0.6000000000000001,1.0,,0.69,medium
motza | 4029 | 40586b,motza,4029,40586b,2,dorsal+ventral,False,100.0,65.0,20.0,6170.0,385.0,190.0,1.5476190476190477,5.0,3.25,1.1666666666666667,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 4029 | 40586c,motza,4029,40586c,2,dorsal+ventral,False,100.0,70.0,30.0,7490.0,470.0,195.0,1.4285714285714286,3.3333333333333335,2.3333333333333335,1.0,1.0,0.8,0.5,1.0,1.0,,0.875,high
motza | 4029 | 40603,motza,4029,40603,4,dorsal+ventral,False,90.0,60.0,20.0,6655.0,560.0,180.0,1.4999999999999998,4.5,3.0,1.125,1.0,0.6,0.35000000000000003,0.7,1.0,,0.7575,high
motza | 4029 | 40603PE,motza,4029,40603PE,2,dorsal+ventral,False,85.0,65.0,20.0,7605.0,780.0,160.0,1.3214285714285712,4.25,3.25,1.1666666666666667,1.0,0.6,0.3,1.0,1.0,,0.795,high
motza | 4029 | 40616,motza,4029,40616,4,dorsal+ventral,False,85.0,60.0,20.0,6745.0,610.0,155.0,1.3333333333333333,4.0,3.0,1.1666666666666667,1.0,0.6499999999999999,0.4,0.65,1.0,,0.77,high
motza | 4029 | 40621,motza,4029,40621,2,dorsal+ventral,False,80.0,60.0,20.0,7715.0,840.0,110.0,1.3428571428571427,4.0,3.0,1.4,0.7,0.6,0.3,0.7,1.0,,0.6449999999999999,medium
motza | 4029 | 40632,motza,4029,40632,2,dorsal+ventral,False,80.0,65.0,20.0,5845.0,440.0,255.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,1.0,0.4,1.0,1.0,,0.9099999999999999,high
motza | 4029 | 40648,motza,4029,40648,2,dorsal+ventral,False,90.0,60.0,20.0,5840.0,385.0,155.0,1.4999999999999998,4.5,3.0,1.0,1.0,0.8,0.5,1.0,1.0,,0.875,high
motza | 4029 | 40653,motza,4029,40653,6,dorsal+ventral,False,80.0,60.0,20.0,5735.0,370.0,265.0,1.3333333333333333,4.0,3.0,1.25,1.0,1.0,0.5,0.8666666666666667,1.0,,0.9049999999999999,high
motza | 4029 | 40653BS,motza,4029,40653BS,2,dorsal+ventral,False,100.0,70.0,30.0,7120.0,510.0,175.0,1.4285714285714286,3.3333333333333335,2.3333333333333335,1.0,1.0,0.3,0.5,1.0,1.0,,0.75,high
motza | 4030 | 40551,motza,4030,40551,1,ventral,False,80.0,50.0,20.0,5480.0,490.0,,1.6,4.0,2.5,1.0,0.5,0.8,0.5,0.4,0.5,,0.56,medium
motza | 4030 | 40809,motza,4030,40809,2,dorsal+ventral,False,85.0,70.0,20.0,5890.0,420.0,150.0,1.2142857142857142,4.25,3.5,1.125,1.0,0.8,0.5,0.8,1.0,,0.845,high
motza | 4030 | 40809CTE,motza,4030,40809CTE,2,dorsal+ventral,False,80.0,60.0,20.0,6765.0,765.0,160.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.6,0.3,0.6000000000000001,1.0,,0.735,medium
motza | 4033 | 40549,motza,4033,40549,2,dorsal+ventral,False,85.0,75.0,20.0,6965.0,580.0,135.0,1.1339285714285714,4.25,3.75,1.1428571428571428,1.0,0.6,0.3,0.8,1.0,,0.765,high
motza | 4036 | 40589PE,motza,4036,40589PE,2,dorsal+ventral,False,80.0,60.0,20.0,6485.0,725.0,270.0,1.3333333333333333,4.0,3.0,1.0,1.0,1.0,0.4,1.0,1.0,,0.9099999999999999,high
motza | 4036 | 40599,motza,4036,40599,2,dorsal+ventral,False,100.0,65.0,25.0,7105.0,500.0,180.0,1.5476190476190477,4.166666666666667,2.666666666666667,1.1666666666666667,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 4036 | 40599a,motza,4036,40599a,2,dorsal+ventral,False,90.0,65.0,20.0,6215.0,420.0,155.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,1.0,0.5,0.9,1.0,,0.9099999999999999,high
motza | 4036 | 40599b,motza,4036,40599b,4,dorsal+ventral,False,100.0,80.0,25.0,7575.0,495.0,225.0,1.2698412698412698,4.166666666666667,3.25,1.4285714285714286,0.7,0.6,0.5,0.4,1.0,,0.63,medium
motza | 4036 | 40599c,motza,4036,40599c,2,dorsal+ventral,False,90.0,60.0,20.0,7270.0,625.0,140.0,1.4999999999999998,4.5,3.0,1.0,1.0,0.3,0.3,0.8,1.0,,0.69,medium
motza | 4037 | 04727CTE,motza,4037,04727CTE,2,dorsal+ventral,False,85.0,65.0,20.0,5890.0,360.0,160.0,1.3095238095238093,4.25,3.25,1.1666666666666667,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | 4037 | 40724,motza,4037,40724,4,dorsal+ventral,False,100.0,75.0,25.0,9055.0,720.0,410.0,1.3303571428571428,4.25,3.083333333333333,1.3333333333333333,0.7,0.45,0.45,0.6,1.0,,0.615,medium
motza | 4037 | 40724a,motza,4037,40724a,2,dorsal+ventral,False,90.0,65.0,20.0,6525.0,415.0,135.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | 4037 | 40724b,motza,4037,40724b,2,dorsal+ventral,False,90.0,60.0,20.0,6545.0,540.0,,1.4999999999999998,4.5,3.0,1.0,1.0,0.8,0.5,0.8,1.0,,0.845,high
motza | 4037 | 40727a,motza,4037,40727a,2,dorsal+ventral,False,90.0,60.0,20.0,6455.0,445.0,110.0,1.4999999999999998,4.5,3.0,1.0,1.0,0.8,0.5,0.8,1.0,,0.845,high
motza | 4037 | 40727b,motza,4037,40727b,2,dorsal+ventral,False,85.0,70.0,20.0,5970.0,390.0,155.0,1.2291666666666665,4.25,3.5,1.3333333333333333,0.7,1.0,0.5,0.9,1.0,,0.8049999999999999,high
motza | 4037 | 40739,motza,4037,40739,2,dorsal+ventral,False,80.0,65.0,20.0,6750.0,815.0,230.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
